sample_index,starting_weight,normalized_prediction_error,ada_normalized_prediction_error,fi_normalized_prediction_error,adaboost_updated_weight,fi_adaboost_updated_weight,Phi_i,fi_modulated_loss,adaboost_weight_change,fi_adaboost_weight_change
116,0.000416666666667,0.0130297567164,0.146668143998,0.0130297567164,0.000480011180777,0.000382801472195,0.931347318406,0.0121352289773,6.33445141105e-05,-3.38651944715e-05
117,0.000416666666667,0.0269420299691,0.0379340936161,0.0269420299691,0.000400093297273,0.000404052711459,0.929434308276,0.0250408469879,-1.6573369394e-05,-1.26139552073e-05
118,0.000416666666667,0.0283719333588,0.0578512788363,0.0283719333588,0.000413664711225,0.000406350645373,0.930337616009,0.0263954768426,-3.00195544212e-06,-1.03160212933e-05
119,0.000416666666667,0.0149597856567,0.00233598917658,0.0149597856567,0.000376936522737,0.000385834032004,0.937183777022,0.0140200684252,-3.97301439301e-05,-3.08326346623e-05
120,0.000416666666667,0.0116295285453,0.024348373035,0.0116295285453,0.000391092426788,0.000380684974143,0.92960646439,0.0108108849135,-2.55742398792e-05,-3.59816925232e-05
121,0.000416666666667,0.0113774938345,0.055278908336,0.0113774938345,0.000411886354342,0.000380404041422,0.9347001528,0.0106345452256,-4.7803123248e-06,-3.62626252449e-05
122,0.000416666666667,0.00116314152261,0.0560132514899,0.00116314152261,0.000412393246622,0.000365495948588,0.932822118528,0.00108500413927,-4.2734200448e-06,-5.11707180783e-05
123,0.000416666666667,0.015310758276,0.00326906481116,0.015310758276,0.000377526040077,0.000386395283564,0.938378100397,0.0143672802667,-3.914062659e-05,-3.02713831029e-05
124,0.000416666666667,0.0117717630648,0.051469347231,0.0117717630648,0.000409266725725,0.000381100060443,0.940487321274,0.0110711939115,-7.39994094133e-06,-3.55666062241e-05
125,0.000416666666667,0.0213233562075,0.013006990765,0.0213233562075,0.000383733756433,0.00039565457255,0.939053188506,0.0200237656363,-3.29329102336e-05,-2.10120941162e-05
126,0.000416666666667,0.0125731272818,0.0828051483828,0.0125731272818,0.000431319619931,0.000381973470208,0.924034399085,0.0116180021125,1.46529532646e-05,-3.46931964585e-05
127,0.000416666666667,0.00304929185595,0.37563709426,0.00304929185595,0.000704363595789,0.00036848993542,0.994892173111,0.00303371660101,0.000287696929123,-4.81767312462e-05
